No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
128,2014,1,6,7,126,-5,-1,1027,SE,3.58,0,0
129,2014,1,6,8,126,-5,-1,1027,SE,5.37,0,0
130,2014,1,6,9,159,-6,-1,1028,SE,8.5,1,0
131,2014,1,6,10,149,-5,-1,1028,SE,11.63,2,0
132,2014,1,6,11,123,-4,0,1027,SE,15.65,0,0
133,2014,1,6,12,150,-4,0,1026,SE,18.78,0,0
134,2014,1,6,13,146,-5,0,1025,SE,22.8,0,0
135,2014,1,6,14,145,-5,0,1024,SE,25.93,0,0
136,2014,1,6,15,160,-5,0,1024,SE,27.72,0,0
137,2014,1,6,16,148,-5,0,1024,SE,29.51,0,0
138,2014,1,6,17,156,-5,0,1024,SE,30.4,0,0
139,2014,1,6,18,158,-7,-2,1024,SE,31.29,0,0
140,2014,1,6,19,167,-6,-2,1024,NE,0.89,0,0
141,2014,1,6,20,171,-5,-1,1025,SE,0.89,0,0
142,2014,1,6,21,177,-6,-1,1025,SE,1.78,0,0
143,2014,1,6,22,185,-6,-1,1025,NE,0.89,0,0
144,2014,1,6,23,201,-6,-1,1024,cv,0.89,0,0
145,2014,1,7,0,217,-6,-1,1024,cv,1.34,0,0
146,2014,1,7,1,208,-6,-2,1024,NE,0.89,0,0
147,2014,1,7,2,204,-7,-4,1024,cv,0.89,0,0
148,2014,1,7,3,213,-7,-4,1025,NW,0.89,0,0
149,2014,1,7,4,256,-6,-3,1025,NW,2.68,0,0
150,2014,1,7,5,211,-6,-3,1024,NW,5.81,0,0
151,2014,1,7,6,203,-8,-5,1024,NW,8.94,0,0
152,2014,1,7,7,212,-7,-5,1025,NW,12.07,0,0
153,2014,1,7,8,205,-6,-3,1026,NW,16.09,0,0
154,2014,1,7,9,196,-7,-1,1027,NW,20.11,0,0
155,2014,1,7,10,182,-8,1,1028,NW,24.13,0,0
156,2014,1,7,11,124,-11,3,1027,NE,4.02,0,0
157,2014,1,7,12,102,-14,3,1027,NE,8.94,0,0
158,2014,1,7,13,77,-14,5,1026,NE,12.96,0,0
159,2014,1,7,14,48,-16,5,1026,NE,16.98,0,0
160,2014,1,7,15,38,-16,5,1026,NW,3.13,0,0
161,2014,1,7,16,31,-16,5,1027,NE,1.79,0,0
162,2014,1,7,17,27,-16,4,1028,NW,1.79,0,0
163,2014,1,7,18,33,-16,4,1028,NW,4.92,0,0
164,2014,1,7,19,35,-16,-1,1029,NW,8.94,0,0
165,2014,1,7,20,29,-19,-1,1030,NW,12.07,0,0
166,2014,1,7,21,24,-20,0,1031,NW,16.09,0,0
167,2014,1,7,22,26,-25,0,1032,NW,20.11,0,0
168,2014,1,7,23,11,-21,-4,1032,NW,24.13,0,0
169,2014,1,8,0,14,-22,-3,1032,NW,28.15,0,0
170,2014,1,8,1,12,-21,-4,1033,NW,31.28,0,0
171,2014,1,8,2,9,-21,-4,1033,NW,34.41,0,0
172,2014,1,8,3,11,-20,-4,1033,NW,39.33,0,0
173,2014,1,8,4,15,-20,-5,1034,NW,43.35,0,0
174,2014,1,8,5,13,-20,-5,1034,NE,1.79,0,0
175,2014,1,8,6,15,-21,-6,1034,NW,1.79,0,0
176,2014,1,8,7,17,-20,-6,1034,NW,6.71,0,0
177,2014,1,8,8,19,-20,-5,1035,NE,4.02,0,0
178,2014,1,8,9,18,-21,-5,1036,NW,3.13,0,0
179,2014,1,8,10,21,-20,-2,1036,NW,7.15,0,0
180,2014,1,8,11,17,-21,-1,1035,cv,1.79,0,0
181,2014,1,8,12,22,-28,0,1034,NW,8.94,0,0
182,2014,1,8,13,23,-27,1,1033,NW,16.09,0,0
183,2014,1,8,14,16,-25,0,1032,NW,21.9,0,0
184,2014,1,8,15,22,-26,0,1032,NW,27.71,0,0
185,2014,1,8,16,18,-25,0,1032,NW,33.52,0,0
186,2014,1,8,17,17,-26,-1,1033,NW,39.33,0,0
187,2014,1,8,18,21,-26,-2,1033,NW,44.25,0,0
188,2014,1,8,19,23,-25,-2,1033,NW,49.17,0,0
189,2014,1,8,20,22,-25,-5,1034,NW,54.09,0,0
190,2014,1,8,21,21,-25,-7,1034,NW,58.11,0,0
191,2014,1,8,22,23,-23,-8,1034,NW,59.9,0,0
192,2014,1,8,23,53,-24,-7,1034,SE,1.79,0,0
193,2014,1,9,0,66,-23,-10,1034,cv,0.89,0,0
194,2014,1,9,1,52,-23,-10,1033,NW,1.79,0,0
195,2014,1,9,2,30,-23,-9,1033,NW,3.58,0,0
196,2014,1,9,3,10,-23,-11,1033,NW,6.71,0,0
197,2014,1,9,4,10,-23,-8,1033,NW,9.84,0,0
198,2014,1,9,5,13,-26,-6,1033,NW,14.76,0,0
199,2014,1,9,6,11,-25,-7,1033,NW,18.78,0,0
200,2014,1,9,7,14,-25,-9,1033,NW,20.57,0,0
201,2014,1,9,8,20,-24,-9,1034,NW,23.7,0,0
202,2014,1,9,9,22,-25,-4,1035,NW,27.72,0,0
203,2014,1,9,10,23,-26,-3,1035,NW,31.74,0,0
204,2014,1,9,11,20,-28,-2,1034,NW,37.55,0,0
205,2014,1,9,12,17,-28,0,1032,NW,42.47,0,0
206,2014,1,9,13,14,-32,0,1031,NW,48.28,0,0
207,2014,1,9,14,10,-33,1,1029,NW,54.09,0,0
208,2014,1,9,15,10,-35,1,1029,NW,61.24,0,0
209,2014,1,9,16,27,-34,1,1029,NW,67.05,0,0
210,2014,1,9,17,44,-26,0,1029,SE,4.92,0,0
211,2014,1,9,18,53,-24,-1,1029,SE,8.05,0,0
212,2014,1,9,19,59,-23,-2,1030,SE,9.84,0,0
213,2014,1,9,20,56,-22,-2,1030,SE,12.97,0,0
214,2014,1,9,21,58,-23,-2,1030,SE,14.76,0,0
215,2014,1,9,22,66,-24,-6,1031,cv,0.89,0,0
216,2014,1,9,23,73,-21,-8,1031,NE,0.89,0,0
217,2014,1,10,0,83,-20,-9,1031,cv,0.89,0,0
218,2014,1,10,1,81,-20,-9,1031,cv,1.78,0,0
219,2014,1,10,2,91,-22,-12,1031,NW,1.79,0,0
220,2014,1,10,3,104,-22,-11,1031,NW,3.58,0,0
221,2014,1,10,4,88,-22,-12,1031,NW,5.37,0,0
222,2014,1,10,5,85,-23,-13,1031,NW,7.16,0,0
223,2014,1,10,6,66,-22,-13,1031,NW,10.29,0,0
224,2014,1,10,7,47,-23,-13,1031,NW,13.42,0,0
225,2014,1,10,8,70,-22,-11,1031,cv,0.89,0,0
226,2014,1,10,9,61,-21,-8,1032,NW,1.79,0,0
227,2014,1,10,10,47,-22,-5,1032,cv,0.89,0,0
228,2014,1,10,11,61,-23,-2,1032,cv,1.78,0,0
229,2014,1,10,12,69,-25,0,1031,cv,2.67,0,0
230,2014,1,10,13,66,-27,3,1030,NW,1.79,0,0
231,2014,1,10,14,63,-28,3,1029,NW,3.58,0,0
232,2014,1,10,15,43,-27,4,1029,SE,1.79,0,0
233,2014,1,10,16,48,-29,5,1029,NW,4.92,0,0
234,2014,1,10,17,67,-26,2,1029,SE,4.02,0,0
235,2014,1,10,18,87,-26,1,1030,SE,8.04,0,0
236,2014,1,10,19,127,-25,1,1030,SE,12.06,0,0
237,2014,1,10,20,126,-20,-3,1031,cv,0.89,0,0
238,2014,1,10,21,126,-24,1,1031,cv,1.78,0,0
239,2014,1,10,22,106,-19,-5,1032,SE,1.79,0,0
240,2014,1,10,23,104,-20,-8,1032,SE,2.68,0,0
241,2014,1,11,0,118,-19,-9,1032,NE,0.89,0,0
242,2014,1,11,1,141,-19,-9,1032,NE,1.78,0,0
243,2014,1,11,2,199,-19,-9,1032,NW,1.79,0,0
244,2014,1,11,3,262,-19,-10,1032,NW,2.68,0,0
245,2014,1,11,4,234,-21,-10,1032,NW,4.47,0,0
246,2014,1,11,5,221,-19,-11,1032,cv,0.89,0,0
247,2014,1,11,6,177,-20,-12,1031,NW,0.89,0,0
248,2014,1,11,7,135,-20,-11,1031,NW,4.02,0,0
249,2014,1,11,8,108,-20,-11,1032,NE,1.79,0,0
250,2014,1,11,9,97,-18,-7,1032,cv,0.89,0,0
251,2014,1,11,10,87,-20,-3,1032,NW,1.79,0,0
252,2014,1,11,11,85,-21,-1,1031,NW,3.58,0,0
253,2014,1,11,12,81,-25,1,1030,NW,5.37,0,0
254,2014,1,11,13,82,-25,3,1029,cv,1.79,0,0
255,2014,1,11,14,81,-25,5,1028,NW,1.79,0,0
256,2014,1,11,15,111,-27,5,1027,cv,1.79,0,0
257,2014,1,11,16,143,-25,4,1027,SE,4.02,0,0
258,2014,1,11,17,153,-22,2,1027,SE,7.15,0,0
259,2014,1,11,18,189,-21,2,1028,SE,11.17,0,0
260,2014,1,11,19,244,-19,2,1029,SE,14.3,0,0
261,2014,1,11,20,273,-18,-4,1029,NW,0.89,0,0
262,2014,1,11,21,218,-19,-5,1030,NW,2.68,0,0
263,2014,1,11,22,227,-19,-1,1031,NW,6.7,0,0
264,2014,1,11,23,95,-19,-2,1032,cv,0.89,0,0
265,2014,1,12,0,20,-22,1,1032,NW,8.94,0,0
266,2014,1,12,1,NA,-21,-1,1033,NW,16.09,0,0
267,2014,1,12,2,NA,-24,-1,1034,NW,24.14,0,0
268,2014,1,12,3,NA,-22,-3,1035,NW,29.95,0,0
269,2014,1,12,4,NA,-23,-6,1035,NW,33.97,0,0
270,2014,1,12,5,NA,-22,-7,1035,NW,37.99,0,0
271,2014,1,12,6,12,-24,-6,1036,NW,39.78,0,0
272,2014,1,12,7,12,-23,-7,1037,NW,42.91,0,0
273,2014,1,12,8,17,-22,-6,1038,cv,0.89,0,0
274,2014,1,12,9,33,-22,-2,1039,NW,1.79,0,0
275,2014,1,12,10,22,-23,0,1039,NW,3.58,0,0
276,2014,1,12,11,20,-26,1,1039,NE,1.79,0,0
277,2014,1,12,12,10,-26,1,1038,cv,0.89,0,0
278,2014,1,12,13,14,-27,2,1036,NW,4.02,0,0
279,2014,1,12,14,12,-27,2,1036,NW,8.04,0,0
280,2014,1,12,15,12,-27,4,1035,NW,12.06,0,0
281,2014,1,12,16,8,-27,3,1035,NW,16.98,0,0
282,2014,1,12,17,19,-27,2,1035,cv,3.13,0,0
283,2014,1,12,18,40,-26,1,1035,SE,3.13,0,0
284,2014,1,12,19,37,-25,0,1035,SE,7.15,0,0
285,2014,1,12,20,42,-22,-2,1035,cv,0.45,0,0
286,2014,1,12,21,56,-22,-4,1035,cv,1.34,0,0
287,2014,1,12,22,62,-21,-8,1035,NW,3.13,0,0
288,2014,1,12,23,57,-22,-9,1035,NE,0.89,0,0
289,2014,1,13,0,57,-19,-9,1034,cv,0.89,0,0
290,2014,1,13,1,75,-20,-9,1034,NW,1.79,0,0
291,2014,1,13,2,96,-20,-9,1034,cv,0.89,0,0
292,2014,1,13,3,110,-18,-9,1034,NW,1.79,0,0
293,2014,1,13,4,97,-20,-11,1033,NW,3.58,0,0
294,2014,1,13,5,105,-20,-11,1033,NW,5.37,0,0
295,2014,1,13,6,84,-19,-12,1033,NE,0.89,0,0
296,2014,1,13,7,106,-19,-11,1033,NW,1.79,0,0
297,2014,1,13,8,112,-19,-11,1033,NE,0.89,0,0
298,2014,1,13,9,120,-17,-8,1034,NE,2.68,0,0
299,2014,1,13,10,117,-18,-4,1033,cv,0.89,0,0
300,2014,1,13,11,118,-18,-1,1033,cv,1.78,0,0
301,2014,1,13,12,106,-19,0,1031,cv,2.67,0,0
302,2014,1,13,13,96,-23,1,1030,cv,3.56,0,0
303,2014,1,13,14,82,-22,2,1029,cv,4.45,0,0
304,2014,1,13,15,63,-23,3,1029,SE,1.79,0,0
305,2014,1,13,16,79,-23,3,1029,cv,0.89,0,0
306,2014,1,13,17,125,-22,0,1029,SE,0.89,0,0
307,2014,1,13,18,119,-20,-2,1030,cv,0.89,0,0
308,2014,1,13,19,115,-19,-6,1030,NE,1.79,0,0
309,2014,1,13,20,131,-16,-6,1031,SE,1.79,0,0
310,2014,1,13,21,177,-18,-7,1031,NE,1.79,0,0
311,2014,1,13,22,287,-17,-7,1032,SE,0.89,0,0
312,2014,1,13,23,299,-19,-8,1032,NE,1.79,0,0
313,2014,1,14,0,250,-18,-7,1033,NW,1.79,0,0
314,2014,1,14,1,159,-19,-8,1033,NW,3.58,0,0
315,2014,1,14,2,124,-20,-9,1033,NW,6.71,0,0
316,2014,1,14,3,123,-19,-8,1034,NW,11.63,0,0
317,2014,1,14,4,49,-21,-10,1034,NW,15.65,0,0
318,2014,1,14,5,36,-19,-9,1034,cv,0.89,0,0
319,2014,1,14,6,59,-20,-9,1034,cv,1.78,0,0
320,2014,1,14,7,85,-18,-9,1035,cv,2.67,0,0
321,2014,1,14,8,170,-18,-11,1035,NW,1.79,0,0
322,2014,1,14,9,180,-15,-7,1036,NW,3.58,0,0
323,2014,1,14,10,227,-12,-2,1036,NW,5.37,0,0
324,2014,1,14,11,199,-20,-1,1036,cv,0.89,0,0
325,2014,1,14,12,168,-23,1,1035,cv,1.78,0,0
326,2014,1,14,13,93,-24,2,1033,cv,2.67,0,0
327,2014,1,14,14,80,-23,3,1033,NW,1.79,0,0
328,2014,1,14,15,111,-22,3,1033,cv,1.79,0,0
329,2014,1,14,16,133,-19,3,1032,SE,3.13,0,0
330,2014,1,14,17,135,-17,1,1033,SE,6.26,0,0
331,2014,1,14,18,94,-16,0,1033,SE,9.39,0,0
332,2014,1,14,19,103,-17,0,1033,SE,12.52,0,0
333,2014,1,14,20,92,-16,1,1033,cv,1.79,0,0
334,2014,1,14,21,93,-15,-5,1034,cv,2.68,0,0
335,2014,1,14,22,109,-14,-5,1034,cv,3.57,0,0
336,2014,1,14,23,122,-14,-6,1034,cv,4.46,0,0
337,2014,1,15,0,123,-13,-7,1033,cv,5.35,0,0
338,2014,1,15,1,122,-14,-8,1033,NW,0.89,0,0
339,2014,1,15,2,172,-15,-7,1034,NW,2.68,0,0
340,2014,1,15,3,213,-17,-10,1033,NW,4.47,0,0
341,2014,1,15,4,196,-17,-10,1033,NW,6.26,0,0
342,2014,1,15,5,158,-18,-10,1033,cv,0.89,0,0
343,2014,1,15,6,103,-19,-10,1032,cv,1.78,0,0
344,2014,1,15,7,90,-18,-10,1033,NW,3.13,0,0
345,2014,1,15,8,70,-18,-7,1033,NW,4.92,0,0
346,2014,1,15,9,67,-18,-5,1033,NW,8.05,0,0
347,2014,1,15,10,66,-17,-2,1033,NW,12.07,0,0
348,2014,1,15,11,52,-18,0,1033,NW,13.86,0,0
349,2014,1,15,12,55,-20,2,1032,cv,1.79,0,0
350,2014,1,15,13,51,-22,5,1030,cv,2.68,0,0
351,2014,1,15,14,47,-22,5,1029,cv,3.57,0,0
352,2014,1,15,15,48,-22,5,1029,cv,5.36,0,0
353,2014,1,15,16,60,-23,5,1029,cv,6.25,0,0
354,2014,1,15,17,88,-23,2,1028,SE,1.79,0,0
355,2014,1,15,18,279,-16,2,1029,SE,5.81,0,0
356,2014,1,15,19,435,-15,0,1029,SE,8.94,0,0
357,2014,1,15,20,489,-13,-2,1029,cv,0.89,0,0
358,2014,1,15,21,513,-11,-2,1029,cv,1.78,0,0
359,2014,1,15,22,539,-11,-2,1028,SE,1.79,0,0
360,2014,1,15,23,567,-10,-2,1029,cv,0.89,0,0
361,2014,1,16,0,569,-10,-3,1028,SE,1.79,0,0
362,2014,1,16,1,659,-9,-3,1027,cv,0.89,0,0
363,2014,1,16,2,648,-9,-3,1027,cv,1.78,0,0
364,2014,1,16,3,651,-8,-3,1027,cv,2.67,0,0
365,2014,1,16,4,671,-7,-3,1027,NE,1.79,0,0
366,2014,1,16,5,623,-7,-3,1026,SE,1.79,0,0
367,2014,1,16,6,618,-7,-4,1027,NW,0.89,0,0
368,2014,1,16,7,532,-7,-4,1027,NW,1.78,0,0
369,2014,1,16,8,477,-8,-5,1028,NW,3.57,0,0
370,2014,1,16,9,479,-8,-5,1028,NW,5.36,0,0
371,2014,1,16,10,490,-6,-2,1028,cv,0.89,0,0
372,2014,1,16,11,476,-11,1,1028,NE,1.79,0,0
373,2014,1,16,12,457,-11,2,1027,NE,5.81,0,0
374,2014,1,16,13,327,-10,3,1027,NE,8.94,0,0
375,2014,1,16,14,161,-11,4,1026,SE,1.79,0,0
376,2014,1,16,15,286,-15,5,1027,SE,3.58,0,0
377,2014,1,16,16,298,-14,5,1027,SE,5.37,0,0
378,2014,1,16,17,310,-11,3,1027,SE,7.16,0,0
379,2014,1,16,18,332,-7,0,1029,SE,10.29,0,0
380,2014,1,16,19,391,-7,-2,1029,SE,12.08,0,0
381,2014,1,16,20,437,-6,-1,1030,SE,13.87,0,0
382,2014,1,16,21,422,-5,-1,1031,cv,0.89,0,0
383,2014,1,16,22,320,-5,-2,1031,SE,1.79,0,0
384,2014,1,16,23,346,-4,-1,1031,SE,3.58,0,0
385,2014,1,17,0,351,-4,-1,1031,SE,7.6,0,0
386,2014,1,17,1,297,-5,-2,1031,SE,10.73,0,0
387,2014,1,17,2,290,-5,-2,1031,SE,13.86,0,0
388,2014,1,17,3,250,-7,-2,1031,SE,18.78,1,0
389,2014,1,17,4,170,-10,-2,1031,SE,23.7,2,0
390,2014,1,17,5,103,-10,-3,1031,SE,29.51,0,0
391,2014,1,17,6,79,-10,-3,1031,SE,34.43,0,0
392,2014,1,17,7,73,-10,-3,1032,cv,0.89,1,0
393,2014,1,17,8,74,-10,-3,1032,SE,1.79,0,0
394,2014,1,17,9,77,-10,-3,1033,SE,3.58,0,0
395,2014,1,17,10,81,-10,-2,1033,SE,5.37,0,0
396,2014,1,17,11,95,-9,0,1033,cv,0.89,0,0
397,2014,1,17,12,115,-10,1,1032,SE,1.79,0,0
398,2014,1,17,13,77,-11,3,1031,cv,0.89,0,0
399,2014,1,17,14,67,-13,5,1030,cv,2.68,0,0
400,2014,1,17,15,13,-21,5,1030,NW,7.15,0,0
401,2014,1,17,16,12,-21,5,1030,NW,14.3,0,0
402,2014,1,17,17,10,-22,4,1030,NW,21.45,0,0
403,2014,1,17,18,195,-23,4,1031,NW,28.6,0,0
404,2014,1,17,19,238,-22,3,1031,NW,32.62,0,0
405,2014,1,17,20,293,-22,3,1031,NW,36.64,0,0
406,2014,1,17,21,384,-22,3,1032,NW,40.66,0,0
407,2014,1,17,22,381,-18,-1,1032,NW,44.68,0,0
408,2014,1,17,23,296,-23,3,1032,NW,49.6,0,0
409,2014,1,18,0,38,-22,1,1032,NW,54.52,0,0
410,2014,1,18,1,19,-20,-2,1032,NW,57.65,0,0
411,2014,1,18,2,22,-21,2,1033,NW,63.46,0,0
412,2014,1,18,3,20,-17,-1,1033,NW,68.38,0,0
413,2014,1,18,4,14,-17,-4,1033,NW,73.3,0,0
414,2014,1,18,5,23,-16,-5,1033,NE,1.79,0,0
415,2014,1,18,6,19,-16,-8,1033,NE,3.58,0,0
416,2014,1,18,7,22,-17,-6,1034,NE,6.71,0,0
417,2014,1,18,8,33,-16,-5,1034,NW,3.13,0,0
418,2014,1,18,9,42,-15,-1,1035,NW,6.26,0,0
419,2014,1,18,10,40,-19,3,1035,NW,9.39,0,0
420,2014,1,18,11,43,-20,4,1035,NE,4.02,0,0
421,2014,1,18,12,56,-20,5,1034,cv,0.89,0,0
422,2014,1,18,13,57,-21,6,1033,cv,2.68,0,0
423,2014,1,18,14,153,-20,6,1032,SE,3.13,0,0
424,2014,1,18,15,108,-19,6,1032,SE,7.15,0,0
425,2014,1,18,16,89,-18,5,1031,SE,12.07,0,0
426,2014,1,18,17,87,-18,3,1031,SE,16.09,0,0
